ANIP,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,FXCM,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,AREX,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,ACI,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,BAS,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,BCEI,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,CRR,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,DMND,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,EBIX,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,EHTH,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,GDOT,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,LL,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,MCF,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,NOG,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,PERY,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,REXX,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month,,,,SFY,Price,Change in Price,PE (T-1),Retail Hlds. (T-1),Crash Month
3/21/10,64.08,,,,,,12/26/10,12.9,,,,,,,,3/21/10,9.14,,,,,,,,3/21/10,23.6,,,,,,,,3/21/10,8.68,,,,,,,,1/1/12,12.5,,,,,,,,3/21/10,63.03,,,,,,,,3/21/10,41.5,,,,,,,,3/21/10,16.76,,,,,,,,3/21/10,18.15,,,,,,,,8/1/10,43.5,,,,,,,,3/21/10,24.92,,,,,,,,3/21/10,48.1646,,,,,,,,3/21/10,12.99,,,,,,,,3/21/10,19.9202,,,,,,,,3/21/10,12.27,,,,,,,,3/21/10,30.76,,,,
3/28/10,66.96,0.044943820224719,25.683,74.32,0,,1/2/11,13.25,0.0271317829457365,,100.00,0,,,,3/28/10,9.01,-0.014223194748359,60.3743,45.90,0,,,,3/28/10,22.69,-0.0385593220338983,71.9512,5.44,0,,,,3/28/10,8.2,-0.055299539170507,,14.04,0,,,,1/8/12,14.27,0.1416,,36.16,0,,,,3/28/10,61.06,-0.0312549579565287,27.4354,4.85,0,,,,3/28/10,41.59,0.00216867469879523,22.1306,30.68,0,,,,3/28/10,16.09,-0.0399761336515514,16.3795,-0.57,,,,,3/28/10,16.79,-0.074931129476584,29.2742,15.05,0,,,,8/8/10,43.65,0.00344827586206886,,99.99,0,,,,3/28/10,26.42,0.0601926163723916,25.6907,12.01,0,,,,3/28/10,46.504,-0.0344776038833501,20.0577,37.51,0,,,,3/28/10,14.11,0.0862201693610469,,26.09,0,,,,3/28/10,22.2744,0.118181544362004,19.5798,34.65,0,,,,3/28/10,11.07,-0.0977995110024449,,54.37,0,,,,3/28/10,30.1,-0.0214564369310793,,-3.91,0
4/4/10,65.52,-0.021505376344086,25.721,74.28,0,,1/9/11,13.44,0.0143396226415093,,100.00,0,,,,4/4/10,9.42,0.0455049944506105,59.5156,45.65,0,,,,4/4/10,23.38,0.030409872190392,69.1768,5.16,0,,,,4/4/10,8.18,-0.0024390243902439,,14.01,0,,,,1/15/12,14.17,-0.00700770847932719,28.1206,36.16,0,,,,4/4/10,63.97,0.0476580412708811,26.5779,5.04,0,,,,4/4/10,41.75,0.00384707862466938,22.1786,30.55,0,,,,4/4/10,16.03,-0.00372902423865751,15.7247,-0.54,,,,,4/4/10,15.75,-0.0619416319237641,27.0806,14.75,0,,,,8/15/10,45.01,0.0311569301260022,,99.99,0,,,,4/4/10,26.69,0.0102195306585919,27.2371,10.71,0,,,,4/4/10,48.891,0.0513289179425427,19.3662,37.36,0,,,,4/4/10,16.7,0.183557760453579,,25.83,0,,,,4/4/10,22.3315,0.00256348094673697,21.8938,34.64,0,,,,4/4/10,12.04,0.0876242095754289,,54.79,0,,,,4/4/10,32.5,0.0797342192691028,,-5.78,0
4/11/10,65.52,0,25.57,74.43,0,,1/16/11,14.65,0.0900297619047619,,100.00,0,,,,4/11/10,9.39,-0.00318471337579607,49.9007,45.60,0,,,,4/11/10,25.29,0.0816937553464501,252.0564,4.96,0,,,,4/11/10,9.41,0.150366748166259,,14.01,0,,,,1/22/12,14.67,0.0352858151023288,27.9235,36.16,0,,,,4/11/10,66.42,0.0382992027512896,26.4826,5.37,0,,,,4/11/10,42.96,0.0289820359281436,22.2639,30.51,0,,,,4/11/10,16.81,0.04865876481597,14.3995,0.04,,,,,4/11/10,15.15,-0.0380952380952381,25,14.75,0,,,,8/22/10,46,0.0219951121972894,,98.89,0,,,,4/11/10,27.88,0.0445859872611465,25.9126,10.71,0,,,,4/11/10,52.2498,0.068699760692152,19.7836,37.33,0,,,,4/11/10,17.15,0.0269461077844311,,25.83,0,,,,4/11/10,23.2942,0.0431095089895439,21.95,34.67,0,,,,4/11/10,13.89,0.153654485049834,,54.76,0,,,,4/11/10,34.14,0.0504615384615386,40.4794,-5.76,0
4/18/10,66.96,0.0219780219780219,21.399,78.60,0,,1/23/11,13.38,-0.0866894197952218,,100.00,0,,,,4/18/10,8.99,-0.0425985090521832,49.7418,45.28,0,,,,4/18/10,26,0.0280743376828787,272.6479,4.00,0,,,,4/18/10,9.68,0.0286928799149839,,14.02,0,,,,1/29/12,16.05,0.0940695296523517,28.9089,36.16,0,,,,4/18/10,72.55,0.0922914784703401,27.4969,5.27,0,,,,4/18/10,44.71,0.0407355679702048,22.9092,30.67,0,,,,4/18/10,16.21,-0.0356930398572277,15.1002,-0.15,,,,,4/18/10,15.36,0.0138613861386139,24.0476,14.74,0,,,,8/29/10,46.46,0.01,,98.89,0,,,,4/18/10,29.32,0.0516499282639886,27.068,10.79,0,,,,4/18/10,54.3066,0.0393647439798812,21.1427,37.20,0,,,,4/18/10,16.85,-0.0174927113702622,,25.86,0,,,,4/18/10,23.4848,0.00818229430502004,22.8962,34.35,0,,,,4/18/10,13.2,-0.0496760259179266,,54.37,0,,,,4/18/10,36.27,0.0623901581722321,42.522,-5.54,0
4/25/10,77.04,0.150537634408602,21.399,78.60,0,,1/30/11,13.28,-0.0074738415545591,,96.54,0,,,,4/25/10,9.45,0.0511679644048941,47.6228,45.27,0,,,,4/25/10,28.13,0.081923076923077,280.3023,4.02,0,,,,4/25/10,10.68,0.103305785123967,,14.16,0,,,,2/5/12,17.02,0.0604361370716511,31.6283,36.15,0,,,,4/25/10,77.86,0.0731909028256374,30.0346,5.05,0,,,,4/25/10,45.905,0.0267278013867145,23.8424,16.86,0,,,,4/25/10,16.24,0.00185070943861798,14.5612,-0.46,,,,,4/25/10,14.93,-0.0279947916666666,24.381,14.07,0,,,,9/5/10,49.85,0.072965992251399,,98.05,0,,,,4/25/10,31.99,0.0910641200545701,28.466,10.83,0,,,,4/25/10,56.5427,0.0411754740676087,21.9749,38.06,0,,,,4/25/10,17.12,0.0160237388724036,,24.05,0,,,,4/25/10,25.4959,0.0856341122768769,23.0836,34.81,0,,,,4/25/10,13.31,0.00833333333333353,,54.32,0,,,,4/25/10,38.17,0.0523848910945686,45.175,-5.22,0
5/2/10,84.6,0.0981308411214952,21.109,78.89,0,,2/6/11,13.93,0.0489457831325302,,93.97,0,,,,5/2/10,8.95,-0.0529100529100529,50.0596,43.89,0,,,,5/2/10,27,-0.0401706363313188,303.2655,4.18,0,,,,5/2/10,10.21,-0.0440074906367041,,13.54,0,,,,2/12/12,16.63,-0.0229142185663925,33.5398,35.97,0,,,,5/2/10,73.25,-0.0592088363729771,32.2329,5.33,0,,,,5/2/10,42.71,-0.0696002614094325,24.4796,17.36,0,,,,5/2/10,16.27,0.00184729064039413,14.5882,-1.74,,,,,5/2/10,13.71,-0.0817146684527795,23.6984,8.78,0,,,,9/12/10,51.91,0.0413239719157472,,95.69,0,,,,5/2/10,30.46,-0.0478274460768989,31.0583,9.61,0,,,,5/2/10,51.797,-0.0839312590307856,22.8797,37.96,0,,,,5/2/10,16.26,-0.0502336448598131,,24.30,0,,,,5/2/10,22.9987,-0.0979451598100086,25.0603,35.23,0,,,,5/2/10,13.3,-0.000751314800901515,,53.29,0,,,,5/2/10,36.18,-0.0521351847000262,47.5415,-5.45,0
5/9/10,75.24,-0.11063829787234,21.076,78.92,0,,2/13/11,12.97,-0.068916008614501,,85.71,0,,,,5/9/10,7.43,-0.169832402234637,47.4109,43.88,0,,,,5/9/10,23.84,-0.117037037037037,291.0832,4.87,0,,,,5/9/10,7.72,-0.243878550440744,,14.46,0,,,,2/19/12,17.45,0.0493084786530367,32.7712,35.92,0,,,,5/9/10,63.03,-0.139522184300341,30.3244,5.64,0,,,,5/9/10,42,-0.0166237415125263,20.3216,16.90,0,,,,5/9/10,14.7,-0.0964966195451752,14.6151,2.59,,,,,5/9/10,12.43,-0.0933625091174326,21.7619,11.08,0,,,,9/19/10,52.71,0.0154112887690234,,95.14,0,,,,5/9/10,28.02,-0.0801050558108996,29.5728,8.34,0,,,,5/9/10,48.1363,-0.0706739772573701,20.9594,37.15,0,,,,5/9/10,13.79,-0.151906519065191,,24.36,0,,,,5/9/10,18.9003,-0.178201376599547,16.8195,34.16,0,,,,5/9/10,12.06,-0.0932330827067669,,52.26,0,,,,5/9/10,29.98,-0.171365395245992,45.0629,-6.14,0
5/16/10,82.8,0.100478468899522,21.164,78.84,0,,2/20/11,12.03,-0.0724749421742483,,62.75,0,,,,5/16/10,7.85,0.0565275908479139,39.359,43.29,0,,,,5/16/10,23.97,0.00545302013422821,257.0156,3.51,0,,,,5/16/10,8.76,0.134715025906736,,14.16,0,,,,2/26/12,19.33,0.107736389684814,34.3872,35.56,0,,,,5/16/10,68.15,0.0812311597651914,26.0935,9.20,0,,,,5/16/10,43.36,0.0323809523809524,19.9838,15.16,0,,,,5/16/10,15.11,0.027891156462585,13.2048,5.06,,,,,5/16/10,12.85,0.0337892196299276,19.7302,10.87,0,,,,9/26/10,52,-0.0134699298045912,,94.32,0,,,,5/16/10,29.73,0.0610278372591007,27.2039,7.08,0,,,,5/16/10,51.5422,0.0707553343318867,19.4781,35.39,0,,,,5/16/10,14.38,0.0427846265409719,,22.23,0,,,,5/16/10,21.083,0.115484939392496,13.8223,34.01,0,,,,5/16/10,12.25,0.0157545605306799,,46.71,0,,,,5/16/10,31.28,0.0433622414943295,37.3407,-6.91,0
5/23/10,69.48,-0.160869565217391,22.348,77.65,0,,2/27/11,11.52,-0.0423940149625935,,1.71,0,,,,5/23/10,7.23,-0.0789808917197451,41.5839,45.87,0,,,,5/23/10,20.51,-0.144347100542344,258.4172,5.19,0,,,,5/23/10,8.27,-0.0559360730593608,,10.62,0,,,,3/4/12,17.8,-0.0791515778582513,38.0919,16.37,0,,,,5/23/10,65.43,-0.0399119589141599,28.2131,6.77,0,,,,5/23/10,41.25,-0.0486623616236163,20.6309,2.27,0,,,,5/23/10,14.47,-0.0423560555923229,13.5731,6.44,,,,,5/23/10,12.66,-0.0147859922178988,20.3968,4.13,0,,,,10/3/10,48.85,-0.0605769230769231,,93.92,0,,,,5/23/10,28.34,-0.0467541204170872,28.8641,-5.86,0,,,,5/23/10,47.1739,-0.0847519120254858,20.8563,31.43,0,,,,5/23/10,12.57,-0.12586926286509,,37.50,0,,,,5/23/10,22.0551,0.0461082388654366,15.4185,30.30,0,,,,5/23/10,10.43,-0.148571428571429,,35.54,0,,,,5/23/10,27.89,-0.108375959079284,38.9598,-2.72,0
5/30/10,70.92,0.0207253886010363,27.928,72.07,0,,3/6/11,13.04,0.131944444444444,,-0.31,0,,,,5/30/10,7.17,-0.00829875518672207,38.2996,42.17,0,,,,5/30/10,21.55,0.0507069722086786,221.1154,5.47,0,,,,5/30/10,8.16,-0.0133010882708584,,11.48,0,,,,3/11/12,19.02,0.0685393258426965,35.0769,14.72,0,,,,5/30/10,64.7,-0.0111569616383922,27.087,4.86,0,,,,5/30/10,41.45,0.00484848484848488,19.627,-0.06,0,,,,5/30/10,15.28,0.0559778852798893,12.9982,15.03,,,,,5/30/10,13.24,0.0458135860979463,20.0952,-4.86,0,,,,10/10/10,48.47,-0.00777891504605943,,93.82,0,,,,5/30/10,29.51,0.0412844036697249,27.5146,-9.98,0,,,,5/30/10,47.4381,0.00560055454393193,19.0887,34.14,0,,,,5/30/10,14.43,0.147971360381862,,33.36,0,,,,5/30/10,22.932,0.0397595114055251,16.1295,31.44,0,,,,5/30/10,10.45,0.00191754554170664,,33.13,0,,,,5/30/10,27.65,-0.00860523485120124,34.7375,-9.44,0
6/6/10,69.84,-0.015228426395939,27.787,72.21,0,,3/13/11,12.62,-0.0322085889570553,,-0.31,0,,,,6/6/10,7.435,0.0369595536959553,37.9817,41.64,0,,,,6/6/10,21.27,-0.0129930394431556,232.3275,5.64,0,,,,6/6/10,7.94,-0.0269607843137256,,11.64,0,,,,3/18/12,19.5,0.025236593059937,37.481,13.27,0,,,,6/6/10,69.41,0.0727975270479133,26.7848,5.44,0,,,,6/6/10,37.46,-0.0962605548854042,19.7221,3.07,0,,,,6/6/10,14.885,-0.0258507853403142,13.7258,15.36,,,,,6/6/10,12.4,-0.0634441087613293,21.0159,-1.69,0,,,,10/17/10,49.01,0.0111409119042707,,89.04,0,,,,6/6/10,27.82,-0.0572687224669604,28.6505,-9.14,0,,,,6/6/10,48.174,0.015512847268335,19.1956,34.09,0,,,,6/6/10,13.73,-0.0485100485100485,,34.91,0,,,,6/6/10,21.8264,-0.0482121053549625,16.7708,31.90,0,,,,6/6/10,10.79,0.0325358851674642,,33.16,0,,,,6/6/10,27.81,0.00578661844484629,34.4386,-6.32,0
6/13/10,70.2,0.00515463917525771,27.728,72.27,0,,3/20/11,12.42,-0.0158478605388273,,-0.36,0,,,,6/13/10,8.32,0.119031607262946,39.3855,42.41,0,,,,6/13/10,22.2,0.0437235543018335,229.3088,5.56,0,,,,6/13/10,8.28,0.0428211586901763,,11.64,0,,,,3/25/12,19.19,-0.0158974358974359,38.4269,13.25,0,,,,6/13/10,72.95,0.051001296643135,28.7347,5.40,0,,,,6/13/10,37.95,0.0130806193272825,17.8237,3.29,0,,,,6/13/10,15,0.0077258985555928,13.371,15.24,,,,,6/13/10,11.95,-0.0362903225806452,19.6825,-1.64,0,,,,10/24/10,49.82,0.0165272393389104,,85.65,0,,,,6/13/10,27.42,-0.0143781452192666,27.0097,-7.47,0,,,,6/13/10,44.4567,-0.0771640303898369,19.4934,34.26,0,,,,6/13/10,14.4,0.0487982520029133,,34.99,0,,,,6/13/10,21.6358,-0.00873254407506507,15.9622,31.55,0,,,,6/13/10,11.47,0.0630213160333644,,32.74,0,,,,6/13/10,31.48,0.131966918374685,34.6379,-6.35,0
6/20/10,75.24,0.0717948717948718,27.787,72.21,0,,3/27/11,11.84,-0.0466988727858293,,-0.46,0,,,,6/20/10,8.14,-0.0216346153846153,44.0736,41.99,0,,,,6/20/10,22.65,0.0202702702702702,239.335,5.63,0,,,,6/20/10,8.78,0.0603864734299517,,11.48,0,,,,4/1/12,21.85,0.138613861386139,37.816,11.82,0,,,,6/20/10,76.5,0.0486634681288554,30.2002,5.32,0,,,,6/20/10,38.97,0.0268774703557311,18.0568,3.12,0,,,,6/20/10,15.72,0.048,13.4743,15.04,,,,,6/20/10,12.53,0.0485355648535566,18.9683,-3.42,0,,,,10/31/10,50.8,0.0196708149337614,,84.55,0,,,,6/20/10,27.18,-0.00875273522975939,26.6214,-9.10,0,,,,6/20/10,44.8152,0.00806402634473535,17.9892,34.14,0,,,,6/20/10,14.07,-0.0229166666666667,,36.12,0,,,,6/20/10,23.3419,0.0788554155612458,15.8228,33.42,0,,,,6/20/10,11.78,0.027027027027027,,33.18,0,,,,6/20/10,32.07,0.0187420584498095,39.2089,-6.19,0
6/27/10,68.4,-0.0909090909090907,27.787,72.21,0,,4/3/11,13.58,0.146959459459459,,-1.37,0,,,,6/27/10,8.29,0.0184275184275182,43.1201,42.08,0,,,,6/27/10,22.22,-0.0189845474613687,244.1864,6.01,0,,,,6/27/10,8.44,-0.0387243735763098,,11.69,0,,,,4/8/12,21.55,-0.0137299771167049,33.821,10.22,0,,,,6/27/10,72.76,-0.0488888888888889,31.6698,5.00,0,,,,6/27/10,39.73,0.0195021811649987,18.5421,3.60,0,,,,6/27/10,15.77,0.00318066157760799,14.1211,15.22,,,,,6/27/10,12.02,-0.0407023144453312,19.8889,-3.25,0,,,,11/7/10,52.98,0.0429133858267716,,84.57,0,,,,6/27/10,24.74,-0.0897718910963945,26.3883,-8.02,0,,,,6/27/10,42.1923,-0.058527017619022,18.1343,34.27,0,,,,6/27/10,14.54,0.0334044065387349,,36.16,0,,,,6/27/10,20.5302,-0.120457203569547,17.0705,33.29,0,,,,6/27/10,10.85,-0.0789473684210527,,33.39,0,,,,6/27/10,30.29,-0.055503585905831,39.9438,-6.86,0
7/4/10,57.96,-0.152631578947368,27.787,72.21,0,,4/10/11,13.3,-0.0206185567010309,,-1.40,0,,,,7/4/10,6.54,-0.211097708082026,43.9147,42.80,0,,,,7/4/10,19.32,-0.13051305130513,239.5507,6.49,0,,,,7/4/10,7.17,-0.150473933649289,,12.46,0,,,,4/15/12,20.88,-0.0310904872389792,33.3566,9.69,0,,,,7/4/10,74.16,0.0192413413963715,30.1215,5.36,0,,,,7/4/10,41.44,0.0430405235338536,18.9037,3.11,0,,,,7/4/10,15.3,-0.0298034242232086,14.166,15.06,,,,,7/4/10,11,-0.0848585690515806,19.0794,-0.02,0,,,,11/14/10,54.22,0.0234050585126464,,78.65,0,,,,7/4/10,22.6,-0.0864995957962812,24.0194,-8.06,0,,,,7/4/10,40.8998,-0.0306335516196085,17.073,34.60,0,,,,7/4/10,12.47,-0.142365887207703,,36.53,0,,,,7/4/10,17.9663,-0.124884316762623,15.0142,32.56,0,,,,7/4/10,10.14,-0.0654377880184331,,33.36,0,,,,7/4/10,25.98,-0.14229118520964,37.7268,-6.61,0
7/11/10,59.04,0.0186335403726707,27.897,72.10,0,,4/17/11,13.3,0,,-4.16,0,,,,7/11/10,6.65,0.0168195718654436,30.654,42.80,0,,,,7/11/10,22.06,0.141821946169772,44.5356,6.47,0,,,,7/11/10,8.37,0.167364016736402,,12.41,0,,,,4/22/12,19.89,-0.0474137931034482,32.3195,7.16,0,,,,7/11/10,80.13,0.0805016181229774,26.314,6.27,0,,,,7/11/10,42.85,0.0340250965250966,19.7174,2.95,0,,,,7/11/10,15.87,0.0372549019607842,12.4401,15.25,,,,,7/11/10,11.5,0.0454545454545454,17.8624,-0.13,0,,,,11/21/10,53.51,-0.0130947989671708,,46.69,0,,,,7/11/10,23,0.0176991150442478,20.5455,-8.02,0,,,,7/11/10,40.9753,0.00184597479694282,13.2272,34.60,0,,,,7/11/10,13.56,0.0874097834803529,65.3663,36.66,0,,,,7/11/10,19.4531,0.0827549356294841,13.1392,32.58,0,,,,7/11/10,10.78,0.0631163708086784,,33.30,0,,,,7/11/10,27.57,0.0612009237875288,19.4679,-6.64,0
7/18/10,58.68,-0.00609756097560976,28.039,71.96,0,,4/24/11,13.28,-0.00150375939849634,,-1.45,0,,,,7/18/10,6.4025,-0.037218045112782,31.1696,42.81,0,,,,7/18/10,19.65,-0.109247506799637,50.8518,6.45,0,,,,7/18/10,8.4,0.00358422939068115,,12.38,0,,,,4/29/12,21.46,0.0789341377576671,30.7871,6.64,0,,,,7/18/10,76.15,-0.0496692874079619,28.4323,6.64,0,,,,7/18/10,43.67,0.0191365227537923,20.3882,2.82,0,,,,7/18/10,15.36,-0.0321361058601134,12.9035,14.75,,,,,7/18/10,10.37,-0.0982608695652175,18.6743,-0.07,0,,,,11/28/10,53.88,0.00691459540272854,,25.63,0,,,,7/18/10,21.8,-0.0521739130434782,20.9091,-7.51,0,,,,7/18/10,39.8903,-0.0264793668380706,13.2516,34.56,0,,,,7/18/10,14.16,0.0442477876106195,71.08,36.45,0,,,,7/18/10,18.6716,-0.0401735456045564,14.2266,32.51,0,,,,7/18/10,10.15,-0.0584415584415584,,32.94,0,,,,7/18/10,24.99,-0.0935799782372144,20.6593,-6.32,0
7/25/10,58.32,-0.00613496932515334,28.115,71.89,0,,5/1/11,13.31,0.00225903614457845,,-4.08,0,,,,7/25/10,7.21,0.126122608356111,30.0095,42.78,0,,,,7/25/10,22.54,0.147073791348601,45.2963,6.49,0,,,,7/25/10,8.89,0.0583333333333333,,12.22,0,,,,5/6/12,20.02,-0.0671015843429638,33.2173,25.03,0,,,,7/25/10,79.98,0.050295469468155,27.0201,6.37,0,,,,7/25/10,44.69,0.023356995649187,20.7784,2.90,0,,,,7/25/10,16.75,0.0904947916666667,12.4888,14.79,,,,,7/25/10,10.5,0.012536162005786,16.8393,-0.34,0,,,,12/5/10,62.89,0.167223459539718,,25.55,0,,,,7/25/10,23.24,0.0660550458715596,19.8182,-7.17,0,,,,7/25/10,43.1453,0.081598784666949,12.9007,34.84,0,,,,7/25/10,15.58,0.100282485875706,74.2251,36.23,0,,,,7/25/10,20.5969,0.103113819919021,13.655,32.61,0,,,,7/25/10,10.79,0.0630541871921182,,32.99,0,,,,7/25/10,27.63,0.105642256902761,18.726,-6.43,0
8/1/10,57.96,-0.00617283950617287,28.175,71.83,0,,5/8/11,12.55,-0.0570999248685199,,-6.42,0,,,,8/1/10,6.74,-0.0651872399445215,33.7944,42.83,0,,,,8/1/10,23.69,0.0510204081632655,51.9582,6.56,0,,,,8/1/10,9.37,0.0539932508436445,,12.33,0,,,,5/13/12,19.94,-0.00399600399600386,30.9884,25.70,0,,,,8/1/10,80.2,0.00275068767191788,28.3791,7.24,0,,,,8/1/10,44.54,-0.00335645558290443,21.2637,3.13,0,,,,8/1/10,16.61,-0.00835820895522388,13.619,14.99,,,,,8/1/10,11.1,0.0571428571428572,17.0504,0.92,0,,,,12/12/10,54.01,-0.141198918747019,,25.24,0,,,,8/1/10,24.82,0.0679862306368331,21.1273,-7.53,0,,,,8/1/10,41.3621,-0.0413301101162815,13.9534,34.92,0,,,,8/1/10,14.68,-0.0577663671373556,81.6686,35.93,0,,,,8/1/10,21.3403,0.0360928100830706,15.063,32.38,0,,,,8/1/10,10.6,-0.0176088971269693,,32.28,0,,,,8/1/10,25.93,-0.0615273253709736,20.7043,-6.52,0
8/8/10,57.24,-0.0124223602484472,28.418,71.58,0,,5/15/11,11.96,-0.047011952191235,,-14.14,0,,,,8/8/10,8.69,0.289317507418398,31.5914,42.56,0,,,,8/8/10,26.35,0.112283663993246,54.6092,6.64,0,,,,8/8/10,9.08,-0.0309498399146211,,12.17,0,,,,5/20/12,17.41,-0.126880641925777,30.8645,22.78,0,,,,8/8/10,75.92,-0.0533665835411471,28.4572,8.24,0,,,,8/8/10,41.47,-0.068926807364167,20.5914,3.81,0,,,,8/8/10,16.96,0.0210716435881999,13.5052,14.41,,,,,8/8/10,10.95,-0.0135135135135136,18.0247,2.03,0,,,,12/19/10,53.95,-0.00111090538789105,,57.22,0,,,,8/8/10,23.86,-0.0386784850926672,22.5636,-6.31,0,,,,8/8/10,43.3906,0.0490424809185221,13.3767,34.68,0,,,,8/8/10,14.89,0.0143051771117166,76.9509,35.11,0,,,,8/8/10,20.2538,-0.0509130612034507,12.7526,33.72,0,,,,8/8/10,10.33,-0.0254716981132075,,34.02,0,,,,8/8/10,28.42,0.0960277670651755,19.4304,-4.65,0
8/15/10,52.56,-0.0817610062893082,30.417,69.58,0,,5/22/11,9.37,-0.216555183946488,,-15.95,0,,,,8/15/10,8.22,-0.054085155350978,40.7314,39.85,0,,,,8/15/10,24.31,-0.0774193548387098,60.7409,6.30,0,,,,8/15/10,8.14,-0.10352422907489,,12.65,0,,,,5/27/12,18.42,0.0580126364158531,26.9484,13.15,0,,,,8/15/10,72.72,-0.0421496311907271,26.9385,8.48,0,,,,8/15/10,41.7,0.00554617795997125,19.1721,3.22,0,,,,8/15/10,17.54,0.0341981132075471,13.7898,12.66,,,,,8/15/10,10.61,-0.0310502283105023,17.7812,4.42,0,,,,12/26/10,50.98,-0.0550509731232623,,57.02,0,,,,8/15/10,20.74,-0.130762782900252,21.6909,-10.75,0,,,,8/15/10,41.7017,-0.0389231769092844,14.0328,35.56,0,,,,8/15/10,15.06,0.0114170584284754,78.0517,30.82,0,,,,8/15/10,20.6064,0.0174090787901531,12.1033,34.24,0,,,,8/15/10,9.25,-0.104549854791868,,31.74,0,,,,8/15/10,25.92,-0.087966220971147,21.2963,-4.66,0
8/22/10,50.76,-0.0342465753424658,31.155,68.85,0,,5/29/11,10.03,0.0704375667022412,,-4.58,0,,,,8/22/10,7.6,-0.075425790754258,38.5284,41.46,0,,,,8/22/10,24.11,-0.00822706705059639,56.0384,2.37,0,,,,8/22/10,7.83,-0.0380835380835381,,17.94,0,,,,6/3/12,15.42,-0.162866449511401,28.5118,34.51,0,,,,8/22/10,73.43,0.00976347634763486,25.8031,5.97,0,,,,8/22/10,43.74,0.0489208633093525,19.2784,-1.37,0,,,,8/22/10,19.7,0.123147092360319,14.2614,11.89,,,,,8/22/10,10.03,-0.0546654099905749,17.2291,7.78,0,,,,1/2/11,56.74,0.112985484503727,,57.00,0,,,,8/22/10,20.77,0.0014464802314369,18.8545,-5.91,0,,,,8/22/10,40.4847,-0.0291834625446925,13.4866,33.49,0,,,,8/22/10,14.57,-0.0325365205843293,78.9428,19.22,0,,,,8/22/10,21.0639,0.0222018402049848,12.314,31.95,0,,,,8/22/10,9.13,-0.0129729729729728,,27.76,0,,,,8/22/10,25.24,-0.0262345679012347,19.4229,-0.87,0
8/29/10,51.48,0.0141843971631206,32.552,67.45,0,,6/5/11,9.8,-0.0229312063808573,,-10.24,0,,,,8/29/10,8.73,0.148684210526316,35.6224,38.63,0,,,,8/29/10,22.63,-0.0613853172957279,55.5773,7.51,0,,,,8/29/10,7.75,-0.0102171136653896,,17.41,0,,,,6/10/12,15.79,0.023994811932555,23.8682,34.71,0,,,,8/29/10,77.19,0.0512052294702436,26.055,6.50,0,,,,8/29/10,42.38,-0.031092821216278,20.2216,-5.03,0,,,,8/29/10,19.56,-0.00710659898477162,16.0176,12.29,,,,,8/29/10,10.06,0.00299102691924236,16.2872,4.62,0,,,,1/9/11,57.16,0.00740218540712001,,56.67,0,,,,8/29/10,20.7,-0.00337024554646126,18.8818,-7.90,0,,,,8/29/10,40.211,-0.00676057868775115,13.093,37.95,0,,,,8/29/10,14.4,-0.0116678105696637,76.3743,20.97,0,,,,8/29/10,18.6811,-0.113122451207991,12.5874,32.12,0,,,,8/29/10,10.11,0.107338444687842,,30.47,0,,,,8/29/10,27.29,0.0812202852614898,18.9134,-3.82,0
9/5/10,49.68,-0.0349650349650349,32.564,67.44,0,,6/12/11,9.35,-0.0459183673469389,,-10.35,0,,,,9/5/10,9.05,0.036655211912944,40.9189,36.54,0,,,,9/5/10,24.26,0.0720282810428636,52.1657,7.51,0,,,,9/5/10,7.81,0.00774193548387103,,17.37,0,,,,6/17/12,15.22,-0.0360987967067764,24.4409,34.68,0,,,,9/5/10,80.54,0.0433994040678845,27.3892,6.38,0,,,,9/5/10,40.47,-0.0450684285040114,19.5928,-4.90,0,,,,9/5/10,18.85,-0.0362985685071573,15.9038,13.52,,,,,9/5/10,11.12,0.105367793240557,16.3359,5.44,0,,,,1/16/11,61.06,0.068229531140658,79.6753,56.29,0,,,,9/5/10,23.27,0.124154589371981,18.8182,-5.30,0,,,,9/5/10,43.8246,0.0898659570764218,13.0045,37.90,0,,,,9/5/10,15.48,0.075,75.4832,21.70,0,,,,9/5/10,19.0147,0.0178576208039141,11.1635,32.09,0,,,,9/5/10,12.32,0.218595450049456,,30.45,0,,,,9/5/10,28.4,0.0406742396482227,20.4495,-3.81,0
